epoch,dense_1_loss,dense_1_perplexity,dense_loss,dense_perplexity,loss,val_dense_1_loss,val_dense_1_perplexity,val_dense_loss,val_dense_perplexity,val_loss
27,1.6648199558258057,5.284721851348877,1.6334575414657593,5.121552467346191,3.29827618598938,1.6445696353912354,5.178780555725098,1.6218732595443726,5.062564849853516,3.26644229888916
28,1.6613304615020752,5.266312599182129,1.6296757459640503,5.102220058441162,3.2910077571868896,1.6429921388626099,5.170617580413818,1.623924732208252,5.072961807250977,3.2669169902801514
29,1.6568049192428589,5.242534637451172,1.6240465641021729,5.07357931137085,3.280848979949951,1.6442432403564453,5.177090644836426,1.6242460012435913,5.074592113494873,3.268488883972168
30,1.6528035402297974,5.221598148345947,1.6245049238204956,5.0759053230285645,3.277308225631714,1.6476401090621948,5.194706439971924,1.6225473880767822,5.06597900390625,3.270188570022583
31,1.6485939025878906,5.1996636390686035,1.6161867380142212,5.033858299255371,3.2647793292999268,1.6454631090164185,5.183409690856934,1.6215996742248535,5.06118106842041,3.267063856124878
32,1.645663857460022,5.184450626373291,1.6131242513656616,5.018465995788574,3.258786916732788,1.644921898841858,5.180605411529541,1.6194432973861694,5.0502777099609375,3.2643659114837646
33,1.6419636011123657,5.165302276611328,1.6092095375061035,4.9988579750061035,3.251173496246338,1.6415899991989136,5.163372993469238,1.622158169746399,5.06400728225708,3.2637479305267334
34,1.6399582624435425,5.154954433441162,1.6049646139144897,4.977683067321777,3.2449252605438232,1.6457281112670898,5.184783935546875,1.6233867406845093,5.07023286819458,3.269113779067993
35,1.6342724561691284,5.125727653503418,1.6009491682052612,4.957736015319824,3.235224723815918,1.6415495872497559,5.163164138793945,1.6234601736068726,5.070605278015137,3.2650082111358643
36,1.6311862468719482,5.109932899475098,1.598054051399231,4.943403244018555,3.229243516921997,1.6439697742462158,5.175675392150879,1.6227967739105225,5.067242622375488,3.2667653560638428
37,1.6281976699829102,5.09468412399292,1.5956617593765259,4.931591510772705,3.2238614559173584,1.6391010284423828,5.150537014007568,1.6222307682037354,5.064373970031738,3.2613320350646973
38,1.6254733800888062,5.08082389831543,1.5934175252914429,4.920535087585449,3.2188918590545654,1.6419814825057983,5.1653947830200195,1.6218069791793823,5.062229633331299,3.263789176940918
39,1.6226599216461182,5.066549301147461,1.587953805923462,4.893725395202637,3.2106127738952637,1.645859956741333,5.18546724319458,1.6227158308029175,5.066832542419434,3.268576145172119
40,1.620758295059204,5.056923866271973,1.5848419666290283,4.878520488739014,3.2056000232696533,1.640151023864746,5.155948638916016,1.6253561973571777,5.080228328704834,3.265505790710449
41,1.6166619062423706,5.036250591278076,1.5820388793945312,4.864864826202393,3.198700189590454,1.6456334590911865,5.184292793273926,1.6256403923034668,5.081672191619873,3.2712724208831787
42,1.6139925718307495,5.022825717926025,1.580318570137024,4.856502532958984,3.1943111419677734,1.649214744567871,5.202892780303955,1.6264593601226807,5.0858354568481445,3.2756736278533936
43,1.6112847328186035,5.009243011474609,1.5765750408172607,4.838356018066406,3.1878609657287598,1.6421633958816528,5.166334629058838,1.6236437559127808,5.071536064147949,3.2658064365386963
44,1.6080811023712158,4.993220806121826,1.5729670524597168,4.820930480957031,3.1810474395751953,1.649295687675476,5.203313827514648,1.622443675994873,5.065454006195068,3.2717392444610596
45,1.605560302734375,4.980649471282959,1.5702624320983887,4.807909965515137,3.17582106590271,1.6484684944152832,5.199011325836182,1.6292686462402344,5.1001434326171875,3.277735948562622
46,1.603161334991455,4.968715667724609,1.5673670768737793,4.794009208679199,3.170529365539551,1.6456314325332642,5.1842827796936035,1.6298620700836182,5.103170871734619,3.2754948139190674
47,1.6006760597229004,4.956381797790527,1.5656996965408325,4.786022186279297,3.166379690170288,1.645558476448059,5.18390417098999,1.6365433931350708,5.137380123138428,3.282102108001709
48,1.5984201431274414,4.945213794708252,1.564217448234558,4.778933525085449,3.1626362800598145,1.649221658706665,5.20292854309082,1.6295690536499023,5.101675510406494,3.278791904449463
49,1.595638394355774,4.931476593017578,1.5606119632720947,4.761733531951904,3.1562485694885254,1.6504420042037964,5.209282398223877,1.6332343816757202,5.120408535003662,3.2836766242980957
50,1.593146800994873,4.919204235076904,1.5571738481521606,4.745391368865967,3.150319814682007,1.6548293828964233,5.232187271118164,1.6354155540466309,5.131589889526367,3.290245771408081
51,1.5912364721298218,4.909816265106201,1.554863452911377,4.734439849853516,3.146099805831909,1.6514893770217896,5.214740753173828,1.6357831954956055,5.133476734161377,3.2872726917266846
52,1.5880194902420044,4.894046783447266,1.555250644683838,4.736273765563965,3.1432712078094482,1.6539275646209717,5.227470874786377,1.6387907266616821,5.1489386558532715,3.2927193641662598
53,1.5859487056732178,4.883922576904297,1.5503995418548584,4.713353157043457,3.136348247528076,1.6540144681930542,5.2279253005981445,1.6344472169876099,5.126623630523682,3.2884621620178223
54,1.5849552154541016,4.879073143005371,1.548399806022644,4.70393705368042,3.133359670639038,1.65619695186615,5.239347457885742,1.635806679725647,5.133597373962402,3.292001962661743
55,1.5815181732177734,4.862331867218018,1.5463048219680786,4.694092750549316,3.127824068069458,1.6554064750671387,5.235207557678223,1.6387039422988892,5.148492813110352,3.294109582901001
56,1.5789031982421875,4.849633693695068,1.5446621179580688,4.686387538909912,3.1235671043395996,1.659244418144226,5.255338668823242,1.6426678895950317,5.168942451477051,3.3019134998321533
57,1.5774539709091187,4.842610836029053,1.5416189432144165,4.672147750854492,3.119075059890747,1.6568043231964111,5.242530345916748,1.6446402072906494,5.179147243499756,3.301445960998535
